"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/000040";"Hotel Rural";"1ª - 1 Estrella";"EL MOLINO DEL ARRIERO";"Avenida VILLALIBRE, 5 5";"24717";"León";"Luyego";"LUYEGO DE SOMOZA";"LUYEGO DE SOMOZA";"987601720";"606877229";"";"MOLINODELARRIERO@HOTMAIL.COM";"";"";"";"";"16";"-6,2362159";"42,3845479";"";
"24/000057";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA NOGALA";"Calle EL CRISTO S/N";"24319";"León";"Bembibre";"LABANIEGO";"LABANIEGO";"619644632";"";"";"ortiztra@hotmail.com";"www.labaniego.es";"";"";"";"4";"-6,406958";"42,667779";"";
"24/000003";"Casa Rural de Alojamiento Compartido";"2ª - 2 Estrellas";"LOS NOGALES";"Calle EL PALENQUE S/N";"24148";"León";"Barrios de Luna (Los)";"BARRIOS DE LUNA (LOS)";"BARRIOS DE LUNA (LOS)";"987581422";"609828939";"";"";"";"";"";"";"9";"-5,8657761";"42,8427105";"Si";
"47/000003";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"PABLO'S";"Calle REAL 160";"47240";"Valladolid";"Valdestillas";"VALDESTILLAS";"VALDESTILLAS";"983551230";"983551275";"";"ctrpablos@hotmail.com";"";"";"";"";"10";"-4,7708424";"41,4864626";"Si";
"24/000019";"Hotel Rural";"2ª - 2 Estrellas";"PICOS DE EUROPA";"Camino A SOTO S/N";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"POSADA DE VALDEON";"987740593";"";"";"reservas@picosdeeuropa.org";"www.picosdeeuropa.org";"";"";"";"16";"-4,917924";"43,1517273";"";
"05/000042";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"LA PIEDRA";"Calle FUENTENUEVA 107";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"920286173";"689009941";"";"lapiedranavaluenga@gmail.com";"";"";"";"";"10";"-4,7098477";"40,4094768";"";
"37/000002";"Posada";"1ª - 1 Estrella";"LA POSADA DE SAN MARTIN";"Calle C/ LARGA, 1";"37659";"Salamanca";"San Martín del Castañar";"SAN MARTIN DEL CASTAÑAR";"SAN MARTIN DEL CASTAÑAR";"923437026";"647762900";"";"info@posadadesanmartin.es";"www.posadadesanmartin.es";"";"";"";"23";"-6,0647297";"40,5223372";"";
"24/000005";"Posada";"3ª - 3 Estrellas";"LA POSADA DEL MARQUES";"Plaza mayor 4";"24270";"León";"Carrizo";"CARRIZO DE LA RIBERA";"CARRIZO DE LA RIBERA";"987357171";"";"";"info@posadadelmarques.com";"www.posadadelmarques.com";"";"";"";"20";"-5,8572095";"42,587676";"";
"37/000046";"Hotel Rural";"4ª - 4 Estrellas";"QUINTA DE LA CONCEPCION";"Carretera SALTO DE SAUCELLE,  KM.9,700";"37230";"Salamanca";"Hinojosa de Duero";"HINOJOSA DE DUERO";"*DISEMINADO*";"923513070";"606849498";"";"info@quintadelaconcepcion.es";"www.quintadelaconcepcion.es";"";"";"Si";"24";"-6,7956691";"40,9869406";"";
"24/000043";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"QUIROGA";"Plaza LOS BOLOS S/N";"24569";"León";"Sobrado";"PORTELA DE AGUIAR";"PORTELA DE AGUIAR";"665873221";"987689111";"";"";"";"";"";"";"10";"-6,8550393";"42,5195876";"Si";
"24/000007";"Casa Rural de Alquiler";"1ª - 1 Estrella";"REINO DE LEON I";"Calle LA BOLADA, 4";"24141";"León";"Cabrillanes";"QUINTANILLA DE BABIA";"QUINTANILLA DE BABIA";"987260175";"600570410";"";"reynodeleon@hotmail.com";"";"";"";"";"7";"-6,1603298";"42,9602386";"Si";
"37/000032";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL RINCON";"Plaza OBISPO MARI JUAN 24";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"635636605";"";"";"mariajosepoloh@gmail.com";"www.sierradesalamanca.com";"";"";"";"5";"-6,0119689";"40,5103691";"Si";
"05/000050";"Posada";"3ª - 3 Estrellas";"POSADA RINCON DE ALARDOS";"Finca LAS PLANAS";"05489";"Ávila";"Candeleda";"RASO (EL)";"*DISEMINADO*";"920377075";"656892656";"";"clientes@rincondelardos.es";"www.rincondealardos.es";"";"";"";"10";"-5,35672";"40,166058";"";
"42/000003";"Casa Rural de Alojamiento Compartido";"2ª - 2 Estrellas";"EL ROBLEDAL";"Calle LA IGLESIA 153";"42328";"Soria";"Castillejo de Robledo";"CASTILLEJO DE ROBLEDO";"CASTILLEJO DE ROBLEDO";"975355005";"615293951";"";"maruchicuesta@hotmail.com";"";"";"";"";"4";"-3,4951771";"41,5590845";"";
"37/000038";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA SERRANILLA";"Calle ALHONDIGA 1";"37671";"Salamanca";"San Esteban de la Sierra";"SAN ESTEBAN DE LA SIERRA";"SAN ESTEBAN DE LA SIERRA";"923435006";"";"";"laserranilla@sierradefrancia.com";"www.laserranilla.com";"";"";"";"2";"-5,9043878";"40,5058109";"Si";
"34/000007";"Posada";"4ª - 4 Estrellas";"POSADA SANTA Mª LA REAL";"Avenida  DE CERVERA s/n";"34800";"Palencia";"Aguilar de Campoo";"AGUILAR DE CAMPOO";"AGUILAR DE CAMPOO";"979122000";"979122522";"";"xalbert@alojamientosconhistorial.com";"www.posadasantamarialareal.com";"";"";"Si";"46";"-4,272883";"42,7948258";"Si";
"24/000020";"Casa Rural de Alojamiento Compartido";"1ª - 1 Estrella";"SUSARON";"Calle REAL 22";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"654300300";"";"";"correo@susaron.net";"www.susaron.net";"";"";"";"10";"-5,2693352";"43,0273089";"Si";
"24/000011";"Hotel Rural";"3ª - 3 Estrellas";"VALLE DE ANCARES";"Calle LAS CANCELAS 4";"24433";"León";"Candín";"PEREDA DE ANCARES";"PEREDA DE ANCARES";"987564284";"";"";"";"";"";"";"";"15";"-6,7279541";"42,8165297";"";
"05/000009";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 1";"Poblado DE LAS CRUCERAS. RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"2";"-4,5616667";"40,4194444";"";
"05/000014";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 10";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000015";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 11";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,6455313";"40,4761892";"";
"05/000016";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 12";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000017";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 13";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000018";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 14";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000019";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 15";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"5";"-4,5616667";"40,4194444";"";
"05/000020";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 16";"Poblado  DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"5";"-4,5616667";"40,4194444";"";
"05/000021";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 17";"Poblado POBLADO DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"5";"-4,5616667";"40,4194444";"";
"05/000022";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 19";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"2";"-4,5616667";"40,4194444";"";
"05/000010";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 2";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"2";"-4,5616667";"40,4194444";"";
"05/000023";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 20";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000024";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 21";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000025";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 22";"Poblado DE LAS CRUCERAS. RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"918621368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000026";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 23";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000027";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 24";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000028";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 25";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000029";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 26";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000030";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 27";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000011";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 3";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000031";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 30";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000032";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 31";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000033";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 32";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,3375";"";
"05/000034";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 33";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000035";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 34";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000036";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 35";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000012";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 4";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"05/000013";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALLE DE IRUELAS 9";"Poblado DE LAS CRUCERAS.RESERVA NAT.VALLE IRUELAS";"05278";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"918625059";"620071368";"";"reservas@valledeiruelas.com";"www.valledeiruelas.com";"";"";"";"4";"-4,5616667";"40,4194444";"";
"42/000009";"Posada";"4ª - 4 Estrellas";"LA VIEJA CHIMENEA";"Calle SOLEDAD 37";"42145";"Soria";"Cidones";"HERREROS";"HERREROS";"975270459";"";"";"info@laviejachimenea.com";"http://www.laviejachimenea.com";"";"";"Si";"11";"-2,7140513";"41,8193966";"";
"05/000001";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA VISTA DE GREDOS I";"Carretera AV-941 KM 11  1";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"615105508";"920348052";"";"info@lavistadegredos.com";"www.lavistadegredos.com";"";"";"";"4";"-5,119993";"40,35637";"";
"05/000002";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA VISTA DE GREDOS II";"Carretera AV-941 KM. 11  2";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"615105508";"920348052";"";"info@lavistadegredos.com";"www.lavistadegredos.com";"";"";"";"4";"-5,1324826";"40,3619963";"Si";
"24/000061";"Hotel Rural";"1ª - 1 Estrella";"BUENAVISTA";"Calle SOLASIERRA, 10";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740616";"987740810";"";"EMBUTIDOSENTREVARALES@HOTMAIL.COM Y HOTELRURALBUENAVISTA@GMAIL.COM";"";"";"";"";"12";"-5,006735";"42,9762699";"";
"09/000003";"Casa Rural de Alojamiento Compartido";"1ª - 1 Estrella";"CASA PAULA";"Calle Merindad de Losa, 8";"09510";"Burgos";"Valle de Losa";"QUINCOCES DE YUSO";"QUINCOCES DE YUSO";"687203823";"";"";"casacafe@wanadoo.es";"www.casapaula.com";"";"";"";"10";"-3,246131";"42,990735";"";
"09/000001";"Casa Rural";"4ª - 4 Estrellas";"EL FERIAL";"Calle San Nicolás 59";"09280";"Burgos";"Pancorbo";"PANCORBO";"PANCORBO";"618290312";"947354276";"";"vicensif@gmail.com";"www.casaruralelferial.com";"";"";"";"16";"-3,109627";"42,6335391";"";
"09/000012";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"FELIX PASCUAL";"Calle Lavaderos 1";"09119";"Burgos";"Castrojeriz";"HINESTROSA";"HINESTROSA";"947225675";"947372126";"";"";"";"";"";"";"10";"-4,1583754";"42,2750404";"";
"09/000016";"Casa Rural de Alojamiento Compartido";"3ª - 3 Estrellas";"CASA DEL CAMPING";"Calle Virgen del Manzano s/n";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"658966743";"";"";"";"";"";"";"";"6";"-4,1362425";"42,288803";"";
"09/000028";"Casa Rural de Alojamiento Compartido";"1ª - 1 Estrella";"CASA PAULA II";"Calle Merindad de Losa, 8";"09510";"Burgos";"Valle de Losa";"QUINCOCES DE YUSO";"QUINCOCES DE YUSO";"687203823";"687203823";"";"casacafe@wanadoo.es";"www.casapaula.com";"";"";"";"9";"-3,246061";"42,990716";"";
"09/000034";"Casa Rural de Alojamiento Compartido";"1ª - 1 Estrella";"CASA DRUNA";"Barrio de Abajo, s/n";"09571";"Burgos";"Alfoz de Santa Gadea";"SANTA GADEA";"SANTA GADEA";"942 773294";"";"";"casadruna@yahoo.es";"www.casadruna.wordpress.com";"";"";"";"8";"-3,9485614";"42,9560507";"";
"09/000033";"Hotel Rural";"4ª - 4 Estrellas";"LA GÁNDARA";"Calle La Paloma, s/n";"09572";"Burgos";"Valle de Manzanedo";"CRESPOS";"CRESPOS";"947573184";"689034761";"";"info@lagandara.com";"www.lagandara.com";"";"";"";"12";"-3,708655";"42,9035621";"";
"09/000035";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"VISTA URBION";"Calle Salas 35";"09693";"Burgos";"Regumiel de la Sierra";"REGUMIEL DE LA SIERRA";"REGUMIEL DE LA SIERRA";"608716230";"";"";"vistaurbionjacinto@yahoo.es";"www.vistaurbion.com";"";"";"";"9";"-2,9894444";"41,9555556";"";
"09/000036";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"ANA";"Carretera CASTROJERIZ 1";"09119";"Burgos";"Castrojeriz";"HINESTROSA";"HINESTROSA";"947377251";"";"";"quesosmostelares@hotmail.es";"";"";"";"";"10";"-4,158816";"42,2748197";"";
"09/000040";"Posada";"4ª - 4 Estrellas";"EL PRADO MAYOR";"Calle El Prado 53";"09568";"Burgos";"Merindad de Sotoscueva";"QUINTANILLA DEL REBOLLAR";"QUINTANILLA DEL REBOLLAR";"947138689";"627364378";"";"info@pradomayor.es";"www.pradomayor.es";"";"";"";"14";"-3,6277092";"43,0246248";"";
"09/000043";"Posada";"4ª - 4 Estrellas";"MOLINO DEL CANTO";"Calle Molino del Canto s/n";"09146";"Burgos";"Valle de Zamanzas";"BARRIO LA CUESTA";"BARRIO LA CUESTA";"947571368";"689891747";"";"info@molinodelcanto.com";"www.molinodelcanto.com";"";"";"";"12";"-3,7540967";"42,8504022";"";
"40/000014";"Casa Rural";"3ª - 3 Estrellas";"LA CEPA";"Calle ERMITA 10";"40553";"Segovia";"Campo de San Pedro";"VALDEVARNES";"VALDEVARNES";"921556306";"627341893";"";"mimome@terra.COM";"casarurallacepa.es";"";"";"";"7";"-3,5563147";"41,4699259";"";
"42/000016";"Posada";"3ª - 3 Estrellas";"POSADA LOS LEONES";"Calle LOS LEONES 15";"42360";"Soria";"Berlanga de Duero";"BERLANGA DE DUERO";"BERLANGA DE DUERO";"622344716";"";"";"info@posadalosleones.es";"www.posadalosleones.es";"";"";"";"25";"-2,8620107";"41,4664319";"Si";
"37/000073";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL LAGAR";"Calle DON FELICISIMO 32";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"923437576";"667264613";"";"casaellagar@casasenbatuecas.com";"www.casasenbatuecas.com";"";"";"";"6";"-6,011571";"40,50868";"";
"34/000049";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"FINCA SANTA EUFEMIA CASA DEL PASTOR";"Carretera DE CERVERA P-227";"34486";"Palencia";"Olmos de Ojeda";"OLMOS DE OJEDA";"OLMOS DE OJEDA";"636328534";"979142414";"";"fincasantaeufemia@gmail.com";"www.lagranjasantaeufemia.com";"";"";"";"4";"-4,424273";"42,729964";"Si";
"37/000076";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"SANTA MARINA";"Calle FINCA SANTA MARINA";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923161130";"915930441";"653378885";"viajes@haciendohuella.com";"www.haciendohuella.com";"";"";"";"6";"-5,7632507";"40,3852213";"Si";
"34/000050";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LOS NIDOS";"Calle LA PEÑA 2";"34839";"Palencia";"Mudá";"MUDA";"MUDA";"979701999";"";"";"info@casaentrenidos.com";"www.casaentrenidos.com";"";"";"";"8";"-4,39478";"42,875136";"";
"47/000014";"Casa Rural";"4ª - 4 Estrellas";"MIRADOR DEL VALLE ALBORADA";"Calle CIRCUNVALATORIA, 12";"47180";"Valladolid";"Villafuerte";"VILLAFUERTE";"VILLAFUERTE";"983209664";"617304130";"";"info@miradordelvalle.es";"www.miradordelvalle.es";"";"";"";"4";"-4,3238998";"41,7336921";"";
"24/000068";"Casa Rural de Alquiler";"1ª - 1 Estrella";"REINO DE LEON II";"Calle LA BOLADA, 4";"24141";"León";"Cabrillanes";"QUINTANILLA DE BABIA";"QUINTANILLA DE BABIA";"987260175";"600570410";"";"reynodeleon@hotmail.com";"";"";"";"";"10";"-6,1603298";"42,9602386";"Si";
"49/000008";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"LA PANERA";"Calle La Cuesta 5";"49592";"Zamora";"San Vicente de la Cabeza";"PALAZUELO DE LAS CUEVAS";"PALAZUELO DE LAS CUEVAS";"655798855";"";"";"";"";"";"";"";"4";"-6,2761111";"41,8208333";"Si";
"24/000070";"Casa Rural de Alquiler";"1ª - 1 Estrella";"CASA DEL ERMITAÑO";"Calle CARRETERA 10";"24414";"León";"Ponferrada";"COMPLUDO";"COMPLUDO";"987695511";"689442553";"";"ermitano@usuarios.retecal.es";"";"";"";"";"4";"-6,6007499";"42,5484905";"";
"24/000069";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LAS VIGAS";"Calle MONTE 6";"24891";"León";"Garrafe de Torío";"GARRAFE DE TORIO";"GARRAFE DE TORIO";"987213576";"610677298";"";"almonmi@yahoo.es";"WWW.CASALASVIGASYVALDECARRO.COM";"";"";"";"5";"-5,5238689";"42,7325352";"";
"09/000053";"Posada";"4ª - 4 Estrellas";"TORRE PALACIO LA TAXUELA";"Carretera Medina de Pomar-Villarcayo, Km. 3";"09513";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLANUEVA LA LASTRA";"VILLANUEVA LA LASTRA";"947190597";"647426905";"";"laposadaproveedores@gmail.com";"";"";"";"";"20";"-3,5970858";"42,9410841";"";
"37/000077";"Casa Rural de Alquiler";"1ª - 1 Estrella";"LOS ALEGRIA";"Calle CHICA 10";"37260";"Salamanca";"Villavieja de Yeltes";"VILLAVIEJA DE YELTES";"VILLAVIEJA DE YELTES";"679675836";"";"";"reservas@losalegria.es";"www.losalegria.es";"";"";"";"4";"-6,4639217";"40,8763955";"";
"37/000078";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"BALCON DE LA SIERRA I";"Calle ALTOZANO 3";"37658";"Salamanca";"Garcibuey";"GARCIBUEY";"GARCIBUEY";"923437495";"651130776";"";"garcibuey@hotmail.com";"www.turismoruralensalamanca.com";"";"";"";"5";"-5,9930315";"40,5159967";"";
"24/000073";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"SANTA CATALINA";"Calle RIO ORBIGO, 5";"24273";"León";"Cimanes del Tejar";"SECAREJO";"SECAREJO";"677145236";"";"";"SECAREJORURAL@GMAIL.COM";"WWW.SECAREJORURAL.COM";"";"";"";"5";"-5,8138238";"42,6497644";"";
